1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,City_Rent,Full_Address,Property_Name_Rent,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,,"$2,850 ",,,Van Nuys,"16760 Saticoy St, Van Nuys, CA 91406",,https://www.apartments.com/16760-saticoy-st-van-nuys-ca/zjb182z/,"1,850","1,850 Sq Ft",CA,,Townhomes,91406
,"$3,350 ",,,,Santa Monica,"1760 18th St, Santa Monica, CA 90404",,https://www.apartments.com/1760-18th-st-santa-monica-ca/xnsq0en/,800,800 Sq Ft,CA,,Townhomes,90404
,,"$2,800 ",,,Carlsbad,"Carlsbad, CA 92009",,https://www.apartments.com/3115-via-puerta-carlsbad-ca/x1bby5m/,"1,292","1,292 Sq Ft",CA,,Townhomes,92009
,"$3,100 ",,,,Studio City,"11155 Sunshine Ter, Studio City, CA 91604",,https://www.apartments.com/11155-sunshine-ter-studio-city-ca/th1tt69/,"1,370","1,370 Sq Ft",CA,,Townhomes,91604
"$1,675 ",,,,,Los Angeles,"3752 S La Salle Ave, Los Angeles, CA 90018",,https://www.apartments.com/3752-s-la-salle-ave-los-angeles-ca/l55j7bf/,900,900 Sq Ft,CA,,Townhomes,90018
,,"$4,350 ",,,Redwood City,"Redwood City, CA 94061",,https://www.apartments.com/1575-oxford-st-redwood-city-ca/49pmwlj/,"1,570","1,570 Sq Ft",CA,,Townhomes,94061
,"$2,550 ",,,,Hayward,"Hayward, CA 94541",,https://www.apartments.com/1501-b-st-hayward-ca/1ksb0r4/,950,950 Sq Ft,CA,,Townhomes,94541
,,"$2,900 ",,,Hayward,"Hayward, CA 94541",,https://www.apartments.com/611-artistic-pl-hayward-ca/pe66des/,"1,700","1,700 Sq Ft",CA,,Townhomes,94541
,,,"$4,875 ",,Redondo Beach,"315 Garnet St, Redondo Beach, CA 90277",,https://www.apartments.com/315-garnet-st-redondo-beach-ca/68d37hr/,"2,439","2,439 Sq Ft",CA,,Townhomes,90277
,,"$3,295 ",,,Oak Park,"599 Calle De Las Ovejas, Oak Park, CA 91377",,https://www.apartments.com/599-calle-de-las-ovejas-oak-park-ca/h2cq200/,"1,672","1,672 Sq Ft",CA,,Townhomes,91377
"$2,000 ",,,,,Glendale,"Glendale, CA 91206",,https://www.apartments.com/209-n-louise-st-glendale-ca/7yb1grx/,645,645 Sq Ft,CA,,Townhomes,91206
,"$2,400 ",,,,Napa,"Napa, CA 94558",,https://www.apartments.com/1916-sierra-ave-napa-ca/cyrmrzf/,"1,100","1,100 Sq Ft",CA,,Townhomes,94558
,"$2,099 ",,,,Orange,"241 S Park Ln, Orange, CA 92866",,https://www.apartments.com/241-s-park-ln-orange-ca/gvrgkwx/,826,826 Sq Ft,CA,,Townhomes,92866
"$1,545 ",,,,,Bakersfield,"Bakersfield, CA 93304",,https://www.apartments.com/1924-dracena-st-bakersfield-ca/grpk07x/,900,900 Sq Ft,CA,,Townhomes,93304
,,"$4,900 ",,,Los Angeles,"Los Angeles, CA 91356",,https://www.apartments.com/5165-chimineas-ave-los-angeles-ca/qlxh1tz/,"1,646","1,646 Sq Ft",CA,,Townhomes,91356
,"$3,500 ",,,,Los Angeles,"1655 Greenfield Ave, Los Angeles, CA 90025",,https://www.apartments.com/1655-greenfield-ave-los-angeles-ca/9780ll6/,"1,151","1,151 Sq Ft",CA,,Townhomes,90025
,,"$4,500 ",,,Los Angeles,"854 N Orange Dr, Los Angeles, CA 90038",,https://www.apartments.com/854-n-orange-dr-los-angeles-ca/qg61sgy/,"1,800","1,800 Sq Ft",CA,,Townhomes,90038
,,"$5,995 ",,,Los Angeles,"5009 Franklin Ave, Los Angeles, CA 90027",,https://www.apartments.com/5009-franklin-ave-los-angeles-ca/jgmqw65/,"2,500","2,500 Sq Ft",CA,,Townhomes,90027
,,"$3,500 ",,,Huntington Beach,"19123 Alexa Ln, Huntington Beach, CA 92648",,https://www.apartments.com/19123-alexa-ln-huntington-beach-ca/4x2jbll/,"1,575","1,575 Sq Ft",CA,,Townhomes,92648
,,"$4,300 ",,,Los Angeles,"12026 Wilshire Blvd, Los Angeles, CA 90025",,https://www.apartments.com/12026-wilshire-blvd-los-angeles-ca/gzp8dwx/,"1,800","1,800 Sq Ft",CA,,Townhomes,90025
,,,"$3,300 ",,Thousand Oaks,"Thousand Oaks, CA 91362",,https://www.apartments.com/2399-chiquita-ln-thousand-oaks-ca/bvy91j8/,"2,200","2,200 Sq Ft",CA,,Townhomes,91362
,"$2,500 ",,,,Los Angeles,"Los Angeles, CA 90272",,https://www.apartments.com/281-bellino-dr-los-angeles-ca/rem55f2/,500,500 Sq Ft,CA,,Townhomes,90272
,"$2,975 ",,,,Carlsbad,"2954 Cape Cod Cir, Carlsbad, CA 92010",,https://www.apartments.com/2954-cape-cod-cir-carlsbad-ca/zn3ebrw/,"1,435","1,435 Sq Ft",CA,,Townhomes,92010
,,,"$5,000 ",,Culver City,"Culver City, CA 90232",,https://www.apartments.com/11102-venice-blvd-culver-city-ca/8n84zw0/,"1,850","1,850 Sq Ft",CA,,Townhomes,90232
,,,"$5,200 ",,Los Angeles,"Los Angeles, CA 90029",,https://www.apartments.com/719-n-ardmore-ave-los-angeles-ca/nme168p/,"1,750","1,750 Sq Ft",CA,,Townhomes,90029
,,"$2,400 ",,,Antioch,"Antioch, CA 94531",,https://www.apartments.com/1817-vender-ct-antioch-ca/vqc0t7g/,"1,350","1,350 Sq Ft",CA,,Townhomes,94531
$715 ,,,,,Red Bluff,"Red Bluff, CA 96080",,https://www.apartments.com/111-sale-ln-red-bluff-ca/n3e0vcp/,,,CA,,Townhomes,96080
$734 ,,,,,Riverdale,"Riverdale, CA 93656",,https://www.apartments.com/21424-s-marks-ave-riverdale-ca/0mc7db0/,,,CA,,Townhomes,93656
,,"$4,495 ",,,Sunnyvale,"Sunnyvale, CA 94089",,https://www.apartments.com/510-porpoise-bay-terrace-sunnyvale-ca/r7mtl90/,"2,156","2,156 Sq Ft",CA,,Townhomes,94089
,,"$5,000 ",,,Danville,"Danville, CA 94506",,https://www.apartments.com/212-country-meadows-ln-danville-ca/j71t8z4/,"1,992","1,992 Sq Ft",CA,,Townhomes,94506
,"$2,350 ",,,,San Ramon,"San Ramon, CA 94583",,https://www.apartments.com/2519-twin-creeks-dr-san-ramon-ca/pdwb5ts/,"1,064","1,064 Sq Ft",CA,,Townhomes,94583
,,"$3,000 ",,,Clayton,"Clayton, CA 94517",,https://www.apartments.com/1328-shell-ln-clayton-ca/71ms43w/,"1,355","1,355 Sq Ft",CA,,Townhomes,94517
,"$1,795 ",,,,Crockett,"Crockett, CA 94525",,https://www.apartments.com/632-alhambra-st-crockett-ca/cg43c3f/,815,815 Sq Ft,CA,,Townhomes,94525
,,"$2,750 ",,,Dublin,"Dublin, CA 94568",,https://www.apartments.com/7112-cross-creek-cir-dublin-ca/mz46leh/,"1,070","1,070 Sq Ft",CA,,Townhomes,94568
,,"$5,000 ",,,Moraga,"Moraga, CA 94556",,https://www.apartments.com/1168-alta-mesa-moraga-ca/cdw9g3f/,"2,486","2,486 Sq Ft",CA,,Townhomes,94556
,,,"$6,200 ",,San Mateo,"San Mateo, CA 94403",,https://www.apartments.com/2842-catalino-st-san-mateo-ca/fm2v8wv/,"1,980","1,980 Sq Ft",CA,,Townhomes,94403
,,"$3,200 ",,,Hayward,"Hayward, CA 94541",,https://www.apartments.com/620-artisan-pl-hayward-ca/qd2hg2y/,"1,595","1,595 Sq Ft",CA,,Townhomes,94541
,,"$3,200 ",,,Richmond,"Richmond, CA 94801",,https://www.apartments.com/628-morgan-ave-richmond-ca/xzebp5q/,"1,330","1,330 Sq Ft",CA,,Townhomes,94801
,,"$2,800 ",,,Fremont,"Fremont, CA 94536",,https://www.apartments.com/4008-mattos-dr-fremont-ca/6rjc90v/,"1,200","1,200 Sq Ft",CA,,Townhomes,94536
,,"$4,300 ",,,Richmond,"Richmond, CA 94801",,https://www.apartments.com/624-morgan-ave-richmond-ca/l5444jf/,"1,820","1,820 Sq Ft",CA,,Townhomes,94801
,,"$3,200 ",,,Pleasanton,"Pleasanton, CA 94588",,https://www.apartments.com/5416-montalvo-ct-pleasanton-ca/ccpsqsf/,"1,614","1,614 Sq Ft",CA,,Townhomes,94588
,,"$3,950 ",,,Danville,"Danville, CA 94506",,https://www.apartments.com/332-s-eagle-nest-ln-danville-ca/nm970sm/,"1,976","1,976 Sq Ft",CA,,Townhomes,94506
,"$1,075 ",,,,Apple Valley,"Apple Valley, CA 92307",,https://www.apartments.com/20157-carlisle-rd-apple-valley-ca/kk6rt78/,,,CA,,Townhomes,92307
,,"$3,375 ",,,Pleasant Hill,"Pleasant Hill, CA 94523",,https://www.apartments.com/14-oak-brook-pl-pleasant-hill-ca/7q2y3ny/,"1,645","1,645 Sq Ft",CA,,Townhomes,94523
,,"$3,750 ",,,Danville,"Danville, CA 94526",,https://www.apartments.com/574-cambrian-way-danville-ca/6hpvwet/,"1,708","1,708 Sq Ft",CA,,Townhomes,94526
,,"$2,995 ",,,Pleasanton,"Pleasanton, CA 94566",,https://www.apartments.com/1510-calle-enrique-pleasanton-ca/ryncfy2/,"1,224","1,224 Sq Ft",CA,,Townhomes,94566
"$1,995 ",,,,,Hayward,"Hayward, CA 94541",,https://www.apartments.com/20130-camden-ave-hayward-ca/7n8529w/,700,700 Sq Ft,CA,,Townhomes,94541
,$895 ,,,,Barstow,"Barstow, CA 92311",,https://www.apartments.com/1160-barstow-rd-barstow-ca/vd4zrzg/,,,CA,,Townhomes,92311
,"$2,900 ",,,,Walnut Creek,"Walnut Creek, CA 94596",,https://www.apartments.com/2045-camel-ln-walnut-creek-ca/5j277en/,"1,065","1,065 Sq Ft",CA,,Townhomes,94596
,,"$3,500 ",,,Hayward,"Hayward, CA 94542",,https://www.apartments.com/2705-gamble-ct-hayward-ca/8gyn7k3/,"1,920","1,920 Sq Ft",CA,,Townhomes,94542
,,"$3,095 ",,,Livermore,"Livermore, CA 94550",,https://www.apartments.com/2933-first-st-livermore-ca/n4wgg8p/,"1,744","1,744 Sq Ft",CA,,Townhomes,94550
,,"$3,500 ",,,Danville,"Danville, CA 94526",,https://www.apartments.com/2185-myrtle-beach-ln-danville-ca/mkv4p7l/,"1,539","1,539 Sq Ft",CA,,Townhomes,94526
,,"$2,400 ",,,Concord,"Concord, CA 94521",,https://www.apartments.com/4316-st-charles-pl-concord-ca/l54s9cg/,"1,253","1,253 Sq Ft",CA,,Townhomes,94521
,,,,,Fremont,"Fremont, CA 94536",,https://www.apartments.com/38080-martha-ave-fremont-ca/8247zp0/,996,996 Sq Ft,CA,"$2,900 ",Townhomes,94536
,,"$3,200 ",,,Walnut Creek,"Walnut Creek, CA 94597",,https://www.apartments.com/1532-sunnyvale-ave-walnut-creek-ca/c6fkg3d/,"1,401","1,401 Sq Ft",CA,,Townhomes,94597
,"$2,200 ",,,,Concord,"Concord, CA 94519",,https://www.apartments.com/3936-mulberry-dr-concord-ca/sjy88h7/,985,985 Sq Ft,CA,,Townhomes,94519
,,"$3,500 ",,,Danville,"Danville, CA 94526",,https://www.apartments.com/200-powhattan-ct-danville-ca/w68kkgj/,"1,664","1,664 Sq Ft",CA,,Townhomes,94526
,,,"$3,800 ",,Dublin,"Dublin, CA 94568",,https://www.apartments.com/3953-eminence-st-dublin-ca/ygqr20r/,"1,879","1,879 Sq Ft",CA,,Townhomes,94568
"$1,600 ",,,,,Richmond,"Richmond, CA 94804",,https://www.apartments.com/3237-tulare-ave-richmond-ca/dlrbtpk/,508,508 Sq Ft,CA,,Townhomes,94804
,,"$3,700 ",,,Irvine,"Irvine, CA 92618",,https://www.apartments.com/171-episode-irvine-ca/0x7l4f2/,"1,933","1,933 Sq Ft",CA,,Townhomes,92618
,"$1,400 ",,,,Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/20953-mariposa-rd-lake-elsinore-ca/jjpr847/,950,950 Sq Ft,CA,,Townhomes,92530
,,"$3,600 ",,,Irvine,"Irvine, CA 92618",,https://www.apartments.com/132-modjeska-irvine-ca/1m08eh4/,"2,346","2,346 Sq Ft",CA,,Townhomes,92618
,"$2,500 ",,,,Montebello,"Montebello, CA 90640",,https://www.apartments.com/941-s-bluff-rd-montebello-ca/v580dwd/,"1,249","1,249 Sq Ft",CA,,Townhomes,90640
,,"$2,552 ",,,Hacienda Heights,"Hacienda Heights, CA 91745",,https://www.apartments.com/16180-sierra-pass-way-hacienda-heights-ca/h0yjj51/,"1,740","1,740 Sq Ft",CA,,Townhomes,91745
,,,,,Beaumont,"Beaumont, CA 92223",,https://www.apartments.com/770-allegheny-st-beaumont-ca/ytqz3jr/,300,300 Sq Ft,CA,$750 ,Townhomes,92223
,,,"$3,500 ",,Glendora,"Glendora, CA 91741",,https://www.apartments.com/229-s-vermont-ave-glendora-ca/zmd4e7w/,"1,800","1,800 Sq Ft",CA,,Townhomes,91741
,"$1,950 ",,,,Pomona,"Pomona, CA 91766",,https://www.apartments.com/27-rock-cliff-pl-pomona-ca/367rgye/,"1,068","1,068 Sq Ft",CA,,Townhomes,91766
,,"$2,400 ",,,Chino,"Chino, CA 91708",,https://www.apartments.com/15914-e-preserve-loop-chino-ca/zkm4cqy/,"1,462","1,462 Sq Ft",CA,,Townhomes,91708
,,,"$3,750 ",,Irvine,"Irvine, CA 92618",,https://www.apartments.com/122-capricorn-irvine-ca/fvjg25r/,"1,873","1,873 Sq Ft",CA,,Townhomes,92618
,"$2,300 ",,,,Los Angeles,"Los Angeles, CA 90732",,https://www.apartments.com/304-miraleste-dr-los-angeles-ca/4hw5jbj/,"1,143","1,143 Sq Ft",CA,,Townhomes,90732
,"$1,400 ",,,,Fontana,"Fontana, CA 92336",,https://www.apartments.com/16575-paine-st-fontana-ca/yvlz29r/,850,850 Sq Ft,CA,,Townhomes,92336
$950 ,,,,,Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/207-e-peck-st-lake-elsinore-ca/fssg0ns/,560,560 Sq Ft,CA,,Townhomes,92530
,"$1,200 ",,,,Beaumont,"Beaumont, CA 92223",,https://www.apartments.com/770-allegheny-st-beaumont-ca/h3kjke0/,850,850 Sq Ft,CA,,Townhomes,92223
,"$1,400 ",,,,Riverside,"Riverside, CA 92506",,https://www.apartments.com/4970-brooks-st-riverside-ca/4q05p2l/,940,940 Sq Ft,CA,,Townhomes,92506
,,"$2,750 ",,,Glendora,"Glendora, CA 91741",,https://www.apartments.com/422-e-bougainvillea-ln-glendora-ca/zlh4bgy/,"1,954","1,954 Sq Ft",CA,,Townhomes,91741
,,"$3,800 ",,,Irvine,"Irvine, CA 92618",,https://www.apartments.com/209-magnet-irvine-ca/5vlyt4p/,"1,760","1,760 Sq Ft",CA,,Townhomes,92618
,,,"$3,000 ",,Glendora,"Glendora, CA 91740",,https://www.apartments.com/422-w-rte-66-glendora-ca/rq6rr01/,"1,802","1,802 Sq Ft",CA,,Townhomes,91740
,,,"$3,600 ",,San Jose,"San Jose, CA 95136",,https://www.apartments.com/353-vista-roma-way-san-jose-ca/1lej8t5/,"1,878","1,878 Sq Ft",CA,,Townhomes,95136
$494 ,,,,,Chowchilla,"Chowchilla, CA 93610",,https://www.apartments.com/300-myer-dr-chowchilla-ca/q7zwzcx/,,,CA,,Townhomes,93610
$718 ,,,,,Eureka,"Eureka, CA 95501",,https://www.apartments.com/333-e-st-eureka-ca/2s52kjc/,,,CA,,Townhomes,95501
$854 ,,,,,Selma,"Selma, CA 93662",,https://www.apartments.com/2026-barbara-st-selma-ca/kvgkheb/,,,CA,,Townhomes,93662
"$1,062 ",,,,,,", CA 92274",,https://www.apartments.com/91-770-ave-66-ca/2t92jsb/,,,CA,,Townhomes,92274
$829 ,,,,,Joshua Tree,"Joshua Tree, CA 92252",,https://www.apartments.com/61451-verbena-rd-joshua-tree-ca/pcgphft/,,,CA,,Townhomes,92252
$734 ,,,,,McCloud,"McCloud, CA 96057",,https://www.apartments.com/110-water-st-mccloud-ca/1wkvgf6/,,,CA,,Townhomes,96057
$954 ,,,,,Coachella,"Coachella, CA 92236",,https://www.apartments.com/51950-tyler-st-coachella-ca/hqzh4d1/,,,CA,,Townhomes,92236
$719 ,,,,,Anderson,"Anderson, CA 96007",,https://www.apartments.com/2600-red-bud-ln-anderson-ca/3qysw7g/,,,CA,,Townhomes,96007
$764 ,,,,,Anderson,"Anderson, CA 96007",,https://www.apartments.com/2425-shady-ln-anderson-ca/1ytvey7/,,,CA,,Townhomes,96007
$653 ,,,,,Twentynine Palms,"Twentynine Palms, CA 92277",,https://www.apartments.com/73747-raymond-way-twentynine-palms-ca/pgzpmfs/,,,CA,,Townhomes,92277
$707 ,,,,,Anderson,"Anderson, CA 96007",,https://www.apartments.com/1565-fair-oaks-dr-anderson-ca/sys3em7/,,,CA,,Townhomes,96007
$755 ,,,,,Parlier,"Parlier, CA 93648",,https://www.apartments.com/640-s-zediker-ave-parlier-ca/xce78gm/,,,CA,,Townhomes,93648
$645 ,,,,,Blythe,"Blythe, CA 92225",,https://www.apartments.com/550-s-broadway-blythe-ca/6en6pkr/,,,CA,,Townhomes,92225
$698 ,,,,,Calexico,"Calexico, CA 92231",,https://www.apartments.com/1639-rockwood-ave-calexico-ca/6816lbv/,,,CA,,Townhomes,92231
$677 ,,,,,Corcoran,"Corcoran, CA 93212",,https://www.apartments.com/2400-whitley-ave-corcoran-ca/8mh87f0/,,,CA,,Townhomes,93212
$890 ,,,,,Colusa,"Colusa, CA 95932",,https://www.apartments.com/1799-state-hwy-20-colusa-ca/3cbq5fd/,,,CA,,Townhomes,95932
$565 ,,,,,Desert Hot Springs,"Desert Hot Springs, CA 92240",,https://www.apartments.com/11190-mesquite-ave-desert-hot-springs-ca/rcbpx32/,,,CA,,Townhomes,92240
,"$5,500 ",,,,Beverly Hills,"9936 Durant Dr, Beverly Hills, CA 90212",,https://www.apartments.com/9936-durant-dr-beverly-hills-ca/zg0sqty/,"2,000","2,000 Sq Ft",CA,,Townhomes,90212
,"$2,995 ",,,,Sunnyvale,"Sunnyvale, CA 94087",,https://www.apartments.com/1575-tenaka-pl-sunnyvale-ca/xkv1gsq/,"1,000","1,000 Sq Ft",CA,,Townhomes,94087
,"$2,200 ",,,,San Clemente,"140 W Escalones, San Clemente, CA 92672",,https://www.apartments.com/140-w-escalones-san-clemente-ca/qjnjz8x/,"1,200","1,200 Sq Ft",CA,,Townhomes,92672
,"$4,695 ",,,,Palo Alto,"Palo Alto, CA 94301",,https://www.apartments.com/511-channing-ave-palo-alto-ca/f51xkgv/,"1,038","1,038 Sq Ft",CA,,Townhomes,94301
,,"$3,750 ",,,San Jose,"San Jose, CA 95129",,https://www.apartments.com/7120-clarendon-st-san-jose-ca/8fw83q2/,"1,542","1,542 Sq Ft",CA,,Townhomes,95129
,"$1,000 ",,,,Merced,"Merced, CA 95348",,https://www.apartments.com/1933-shadowbrook-dr-merced-ca/t0ll84b/,1,1 Sq Ft,CA,,Townhomes,95348
,$975 ,,,,Merced,"Merced, CA 95348",,https://www.apartments.com/1923-shadowbrook-dr-merced-ca/k0dfyk9/,"2,000","2,000 Sq Ft",CA,,Townhomes,95348
,,"$3,000 ",,,Covina,"275 W Center St, Covina, CA 91723",,https://www.apartments.com/275-w-center-st-covina-ca/y6ltjwt/,"1,800","1,800 Sq Ft",CA,,Townhomes,91723
,,"$2,700 ",,,Union City,"Union City, CA 94587",,https://www.apartments.com/2345-kennedy-ave-union-city-ca/petxm8r/,"1,100","1,100 Sq Ft",CA,,Townhomes,94587
"$1,800 ",,,,,Loomis,"Loomis, CA 95650",,https://www.apartments.com/4841-val-verde-rd-loomis-ca/85p4fr0/,"1,500","1,500 Sq Ft",CA,,Townhomes,95650
,"$2,400 ",,,,Sonoma,"Sonoma, CA 95476",,https://www.apartments.com/183-vineyard-cir-sonoma-ca/3kv157d/,"1,320","1,320 Sq Ft",CA,,Townhomes,95476
,"$2,245 ",,,,Anaheim,"Anaheim, CA 92808",,https://www.apartments.com/8056-e-desert-pine-dr-anaheim-ca/2f3444b/,"1,047","1,047 Sq Ft",CA,,Townhomes,92808
,,"$4,000 ",,,Burbank,"165 N Kenneth Rd, Burbank, CA 91501",,https://www.apartments.com/165-n-kenneth-rd-burbank-ca/86j7fy0/,"1,963","1,963 Sq Ft",CA,,Townhomes,91501
,,"$3,300 ",,,Glendale,"601 W Lexington Dr, Glendale, CA 91203",,https://www.apartments.com/601-w-lexington-dr-glendale-ca/g1p0c6y/,"1,406","1,406 Sq Ft",CA,,Townhomes,91203
,,"$10,990 ",,,Manhattan Beach,"116 40th St, Manhattan Beach, CA 90266",,https://www.apartments.com/116-40th-st-manhattan-beach-ca/pe80v4r/,"2,100","2,100 Sq Ft",CA,,Townhomes,90266
,$800 ,,,,Twentynine Palms,"Twentynine Palms, CA 92277",,https://www.apartments.com/6658-smoketree-ave-twentynine-palms-ca/nwq6mwn/,"1,662","1,662 Sq Ft",CA,,Townhomes,92277
,$800 ,,,,Twentynine Palms,"Twentynine Palms, CA 92277",,https://www.apartments.com/6668-smoketree-ave-twentynine-palms-ca/nr76hwp/,"1,536","1,536 Sq Ft",CA,,Townhomes,92277
$750 ,,,,,Twentynine Palms,"Twentynine Palms, CA 92277",,https://www.apartments.com/6450-athol-ave-twentynine-palms-ca/7j1p2vw/,968,968 Sq Ft,CA,,Townhomes,92277
,,,,"$2,700 ",Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/117-n-poe-st-lake-elsinore-ca/4qtgwdh/,"2,718","2,718 Sq Ft",CA,,Townhomes,92530
,"$1,400 ",,,,San Bernardino,"San Bernardino, CA 92410",,https://www.apartments.com/8160-del-rosa-ave-san-bernardino-ca/z59c46w/,800,800 Sq Ft,CA,,Townhomes,92410
$800 ,,,,,Winchester,"Winchester, CA 92596",,https://www.apartments.com/33043-wesley-st-winchester-ca/gpd5dgz/,400,400 Sq Ft,CA,,Townhomes,92596
,,"$2,350 ",,,Rancho Cucamonga,"Rancho Cucamonga, CA 91739",,https://www.apartments.com/8090-cornwall-ct-rancho-cucamonga-ca/93tn237/,"1,786","1,786 Sq Ft",CA,,Townhomes,91739
,"$2,695 ",,,,Morgan Hill,"Morgan Hill, CA 95037",,https://www.apartments.com/135-el-toro-ct-morgan-hill-ca/ds949mk/,825,825 Sq Ft,CA,,Townhomes,95037
,,"$2,480 ",,,Chino Hills,"Chino Hills, CA 91709",,https://www.apartments.com/15447-pomona-rincon-rd-chino-hills-ca/mpwxybk/,"1,399","1,399 Sq Ft",CA,,Townhomes,91709
,,,"$3,750 ",,Irvine,"Irvine, CA 92618",,https://www.apartments.com/199-magnet-irvine-ca/p8tm4ms/,"2,350","2,350 Sq Ft",CA,,Townhomes,92618
,,"$3,490 ",,,San Clemente,"San Clemente, CA 92672",,https://www.apartments.com/128-avenida-florencia-san-clemente-ca/lq18c3e/,"1,760","1,760 Sq Ft",CA,,Townhomes,92672
,,"$6,000 ",,,Dana Point,"Dana Point, CA 92629",,https://www.apartments.com/25300-dana-point-harbor-dr-dana-point-ca/26cdzmb/,"2,126","2,126 Sq Ft",CA,,Townhomes,92629
,,"$3,095 ",,,Yorba Linda,"Yorba Linda, CA 92886",,https://www.apartments.com/4312-canyon-coral-ln-yorba-linda-ca/6nc3s7s/,"1,578","1,578 Sq Ft",CA,,Townhomes,92886
,"$2,700 ",,,,Murrieta,"Murrieta, CA 92562",,https://www.apartments.com/38726-bears-paw-dr-murrieta-ca/ekss3pq/,"2,061","2,061 Sq Ft",CA,,Townhomes,92562
,"$3,950 ",,,,San Clemente,"San Clemente, CA 92672",,https://www.apartments.com/109-coronado-ln-san-clemente-ca/dmq7z2j/,"1,000","1,000 Sq Ft",CA,,Townhomes,92672
,"$2,649 ",,,,Irvine,"Irvine, CA 92614",,https://www.apartments.com/39-goldenrod-irvine-ca/e44tfqm/,"1,176","1,176 Sq Ft",CA,,Townhomes,92614
,"$1,595 ",,,,Banning,"Banning, CA 92220",,https://www.apartments.com/965-laguna-seca-ct-banning-ca/gn05g7y/,"2,746","2,746 Sq Ft",CA,,Townhomes,92220
,"$1,550 ",,,,Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/30449-riverside-dr-lake-elsinore-ca/9bdrjq5/,"1,140","1,140 Sq Ft",CA,,Townhomes,92530
,,,"$3,200 ",,Buena Park,"Buena Park, CA 90621",,https://www.apartments.com/5873-rostrata-ave-buena-park-ca/c10t2yd/,"1,787","1,787 Sq Ft",CA,,Townhomes,90621
,"$1,100 ",,,,Hemet,"Hemet, CA 92543",,https://www.apartments.com/437-n-santa-fe-st-hemet-ca/43jbtvh/,719,719 Sq Ft,CA,,Townhomes,92543
,"$2,700 ",,,,Diamond Bar,"Diamond Bar, CA 91765",,https://www.apartments.com/3182-marigold-cir-diamond-bar-ca/29py64c/,"1,502","1,502 Sq Ft",CA,,Townhomes,91765
,"$1,450 ",,,,Chino,"Chino, CA 91710",,https://www.apartments.com/12982-yorba-ave-chino-ca/ln8743d/,900,900 Sq Ft,CA,,Townhomes,91710
,"$1,700 ",,,,La Puente,"La Puente, CA 91748",,https://www.apartments.com/18544-rio-seco-dr-la-puente-ca/42nbv3h/,935,935 Sq Ft,CA,,Townhomes,91748
,,"$1,600 ",,,Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/33125-lorimer-st-lake-elsinore-ca/s18c1x4/,"1,874","1,874 Sq Ft",CA,,Townhomes,92530
,,"$2,325 ",,,Eastvale,"Eastvale, CA 91752",,https://www.apartments.com/12362-constellation-st-eastvale-ca/dpz5y0k/,"1,499","1,499 Sq Ft",CA,,Townhomes,91752
,,"$2,750 ",,,Yorba Linda,"Yorba Linda, CA 92886",,https://www.apartments.com/4721-rapallo-plaza-yorba-linda-ca/kh0qhcc/,"1,375","1,375 Sq Ft",CA,,Townhomes,92886
,,"$1,375 ",,,Lake Elsinore,"Lake Elsinore, CA 92530",,https://www.apartments.com/307-w-sumner-ave-lake-elsinore-ca/wpedm4j/,950,950 Sq Ft,CA,,Townhomes,92530
,,,"$2,375 ",,Eastvale,"Eastvale, CA 91752",,https://www.apartments.com/12451-travanca-ln-eastvale-ca/2y5dg1c/,"2,075","2,075 Sq Ft",CA,,Townhomes,91752
,,"$3,200 ",,,San Luis Obispo,"San Luis Obispo, CA 93401",,https://www.apartments.com/951-humbert-ave-san-luis-obispo-ca/ezrwmdp/,"1,797","1,797 Sq Ft",CA,,Townhomes,93401
,"$2,700 ",,,,San Clemente,"San Clemente, CA 92672",,https://www.apartments.com/127-camino-san-clemente-san-clemente-ca/blggl9b/,"1,204","1,204 Sq Ft",CA,,Townhomes,92672
,,,"$2,650 ",,Chino,"Chino, CA 91710",,https://www.apartments.com/6199-eucalyptus-ave-chino-ca/ly3ewed/,"1,826","1,826 Sq Ft",CA,,Townhomes,91710
,,,"$2,550 ",,Mission Viejo,"Mission Viejo, CA 92691",,https://www.apartments.com/7019-montecito-ln-mission-viejo-ca/e3g40cm/,"1,947","1,947 Sq Ft",CA,,Townhomes,92691
,,"$2,850 ",,,Rancho Cucamonga,"Rancho Cucamonga, CA 91739",,https://www.apartments.com/12444-benton-dr-rancho-cucamonga-ca/jx9bsk4/,"1,617","1,617 Sq Ft",CA,,Townhomes,91739
,$795 ,,,,Hesperia,"Hesperia, CA 92345",,https://www.apartments.com/11491-hesperia-rd-hesperia-ca/36e9dbg/,676,676 Sq Ft,CA,,Townhomes,92345
,"$2,300 ",,,,San Clemente,"San Clemente, CA 92672",,https://www.apartments.com/225-avenida-pelayo-san-clemente-ca/kc2b84c/,"1,230","1,230 Sq Ft",CA,,Townhomes,92672
