1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,City_Rent,Full_Address,Property_Name_Rent,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,,"$4,200 ",,,Santa Monica,"1007 20th St, Santa Monica, CA 90403",,https://www.apartments.com/1007-20th-st-santa-monica-ca-unit-5/56tkhvp/,"1,400","1,400 Sq Ft",CA,,Condos,90403
,"$2,300 ",,,,Los Angeles,"1691 261st St, Los Angeles, CA 90710",,https://www.apartments.com/1691-261st-st-los-angeles-ca-unit-4/qelxc5x/,"1,175","1,175 Sq Ft",CA,,Condos,90710
,"$2,595 ",,,,Glendale,"504 N Louise St, Glendale, CA 91206",,https://www.apartments.com/504-n-louise-st-glendale-ca-unit-12a/zhsqdxz/,918,918 Sq Ft,CA,,Condos,91206
,,,,,San Francisco,"San Francisco, CA 94103",,https://www.apartments.com/1075-market-st-san-francisco-ca-unit-605/2de48vb/,450,450 Sq Ft,CA,"$3,200 ",Condos,94103
,"$3,100 ",,,,Los Angeles,"1200 S Corning St, Los Angeles, CA 90035",,https://www.apartments.com/1200-s-corning-st-los-angeles-ca-unit-206/c48ecjg/,"1,150","1,150 Sq Ft",CA,,Condos,90035
,"$2,485 ",,,,Walnut Creek,"Walnut Creek, CA 94597",,https://www.apartments.com/1766-camino-verde-walnut-creek-ca-unit-c/91w50g6/,720,720 Sq Ft,CA,,Condos,94597
,"$4,495 ",,,,San Diego,"1325 Pacific Hwy, San Diego, CA 92101",,https://www.apartments.com/1325-pacific-hwy-san-diego-ca-unit-2705/s6ztec4/,"1,195","1,195 Sq Ft",CA,,Condos,92101
,"$2,600 ",,,,Los Angeles,"Los Angeles, CA 91316",,https://www.apartments.com/5412-lindley-ave-los-angeles-ca-unit-323/6nqqe4s/,"1,161","1,161 Sq Ft",CA,,Condos,91316
"$2,275 ",,,,,San Diego,"San Diego, CA 92101",,https://www.apartments.com/889-date-st-san-diego-ca-unit-239/b6z3pr9/,971,971 Sq Ft,CA,,Condos,92101
,,"$2,600 ",,,San Gabriel,"6721 Rosemead Blvd, San Gabriel, CA 91775",,https://www.apartments.com/6721-rosemead-blvd-san-gabriel-ca-unit-b/p75de8t/,"1,550","1,550 Sq Ft",CA,,Condos,91775
"$3,350 ",,,,,West Hollywood,"960 Larrabee St, West Hollywood, CA 90069",,https://www.apartments.com/960-larrabee-st-west-hollywood-ca-unit-111/fck47rr/,644,644 Sq Ft,CA,,Condos,90069
"$2,550 ",,,,,San Diego,"San Diego, CA 92109",,https://www.apartments.com/1801-diamond-st-san-diego-ca-unit-3-124/d102evh/,653,653 Sq Ft,CA,,Condos,92109
"$2,500 ",,,,,Los Angeles,"420 San Pedro St, Los Angeles, CA 90013",,https://www.apartments.com/420-san-pedro-st-los-angeles-ca-unit-217/fyrlkvr/,"1,050","1,050 Sq Ft",CA,,Condos,90013
,"$2,650 ",,,,Signal Hill,"Signal Hill, CA 90755",,https://www.apartments.com/2599-walnut-ave-signal-hill-ca-unit-138/0jbdzf0/,"1,032","1,032 Sq Ft",CA,,Condos,90755
,"$2,950 ",,,,Los Angeles,"Los Angeles, CA 91367",,https://www.apartments.com/5500-owensmouth-ave-los-angeles-ca-unit-231/bdmednb/,920,920 Sq Ft,CA,,Condos,91367
,"$2,200 ",,,,Anaheim,"Anaheim, CA 92805",,https://www.apartments.com/1194-s-citron-st-anaheim-ca-unit-68/7p9l5sz/,980,980 Sq Ft,CA,,Condos,92805
,"$2,300 ",,,,Simi Valley,"Simi Valley, CA 93065",,https://www.apartments.com/1165-fitzgerald-rd-simi-valley-ca-unit-f/b0s3198/,960,960 Sq Ft,CA,,Condos,93065
,"$2,300 ",,,,Simi Valley,"Simi Valley, CA 93065",,https://www.apartments.com/1165-fitzgerald-rd-simi-valley-ca-unit-f/cfjk96g/,960,960 Sq Ft,CA,,Condos,93065
,"$2,300 ",,,,Simi Valley,"Simi Valley, CA 93065",,https://www.apartments.com/1165-fitzgerald-rd-simi-valley-ca-unit-f/v46w8rd/,965,965 Sq Ft,CA,,Condos,93065
,"$3,500 ",,,,Santa Monica,"852 15th St, Santa Monica, CA 90403",,https://www.apartments.com/852-15th-st-santa-monica-ca-unit-4/dsz4j4j/,"1,150","1,150 Sq Ft",CA,,Condos,90403
"$3,200 ",,,,,Huntington Beach,"Huntington Beach, CA 92648",,https://www.apartments.com/19152-shoreline-ln-huntington-beach-ca-unit-3/f9lxlhv/,700,700 Sq Ft,CA,,Condos,92648
,"$4,000 ",,,,Santa Monica,"2510 4th St, Santa Monica, CA 90405",,https://www.apartments.com/2510-4th-st-santa-monica-ca-unit-a/08enes3/,970,970 Sq Ft,CA,,Condos,90405
,,"$3,800 ",,,Huntington Beach,"Huntington Beach, CA 90742",,https://www.apartments.com/16255-pacific-cir-huntington-beach-ca-unit-201/3r0ynjf/,"1,897","1,897 Sq Ft",CA,,Condos,90742
,"$2,995 ",,,,Los Angeles,"801 S Grand Ave, Los Angeles, CA 90017",,https://www.apartments.com/801-s-grand-ave-los-angeles-ca-unit-1704/gfskl4w/,"1,270","1,270 Sq Ft",CA,,Condos,90017
"$2,999 ",,,,,West Hollywood,"9005 Cynthia St, West Hollywood, CA 90069",,https://www.apartments.com/9005-cynthia-st-west-hollywood-ca-unit-104/pb2h7yv/,710,710 Sq Ft,CA,,Condos,90069
,"$2,699 ",,,,Los Angeles,"11218 La Maida St, Los Angeles, CA 91601",,https://www.apartments.com/11218-la-maida-st-los-angeles-ca-unit-103/jdztw75/,"1,350","1,350 Sq Ft",CA,,Condos,91601
,"$1,900 ",,,,Rancho Cucamonga,"Rancho Cucamonga, CA 91701",,https://www.apartments.com/8990-19th-st-rancho-cucamonga-ca-unit-441/4lvszmh/,925,925 Sq Ft,CA,,Condos,91701
,"$2,100 ",,,,Vallejo,"Vallejo, CA 94590",,https://www.apartments.com/190-sea-crest-cir-vallejo-ca-unit-190/6y8d23s/,870,870 Sq Ft,CA,,Condos,94590
"$1,700 ",,,,,Gardena,"2502 Manhattan Beach Blvd, Gardena, CA 90249",,https://www.apartments.com/2502-manhattan-beach-blvd-gardena-ca-unit-16/dpphrth/,570,570 Sq Ft,CA,,Condos,90249
,,"$5,200 ",,,Hermosa Beach,"540 1st St, Hermosa Beach, CA 90254",,https://www.apartments.com/540-1st-st-hermosa-beach-ca-unit-5/x8k4kvq/,"1,509","1,509 Sq Ft",CA,,Condos,90254
"$2,295 ",,,,,Los Angeles,"Los Angeles, CA 90293",,https://www.apartments.com/8163-redlands-st-los-angeles-ca-unit-14/hm35ny2/,708,708 Sq Ft,CA,,Condos,90293
,"$1,995 ",,,,Tarzana,"18530 Hatteras St, Tarzana, CA 91356",,https://www.apartments.com/18530-hatteras-st-tarzana-ca-unit-220/8klx120/,927,927 Sq Ft,CA,,Condos,91356
,,,"$3,550 ",,Los Angeles,"9741 Reseda Blvd, Los Angeles, CA 91324",,https://www.apartments.com/9741-reseda-blvd-los-angeles-ca-unit-47/rsx1fy1/,"1,700","1,700 Sq Ft",CA,,Condos,91324
,"$2,800 ",,,,Los Angeles,"2884 Sawtelle Blvd, Los Angeles, CA 90064",,https://www.apartments.com/2884-sawtelle-blvd-los-angeles-ca-unit-218/50jbwkn/,850,850 Sq Ft,CA,,Condos,90064
"$2,150 ",,,,,San Diego,"San Diego, CA 92101",,https://www.apartments.com/1650-eighth-ave-san-diego-ca-unit-311/9q14fw7/,800,800 Sq Ft,CA,,Condos,92101
,"$2,499 ",,,,Walnut Creek,"Walnut Creek, CA 94595",,https://www.apartments.com/1312-s-villa-way-walnut-creek-ca-unit-0/v389fqd/,932,932 Sq Ft,CA,,Condos,94595
,"$3,300 ",,,,Redondo Beach,"1809 Armour Ln, Redondo Beach, CA 90278",,https://www.apartments.com/1809-armour-ln-redondo-beach-ca-unit-1/wntb46l/,"1,400","1,400 Sq Ft",CA,,Condos,90278
,"$5,995 ",,,,West Hollywood,"841 Westmount Dr, West Hollywood, CA 90069",,https://www.apartments.com/841-westmount-dr-west-hollywood-ca-unit-101/956m1l6/,"1,581","1,581 Sq Ft",CA,,Condos,90069
"$3,299 ",,,,,Los Angeles,"Los Angeles, CA 90024",,https://www.apartments.com/1340-s-beverly-glen-blvd-los-angeles-ca-unit-113/cb2hqvf/,987,987 Sq Ft,CA,,Condos,90024
,"$3,600 ",,,,Los Angeles,"600 W 9th St, Los Angeles, CA 90015",,https://www.apartments.com/600-w-9th-st-los-angeles-ca-unit-1508/xsh6q7p/,"1,650","1,650 Sq Ft",CA,,Condos,90015
,"$2,100 ",,,,Santa Rosa,"Santa Rosa, CA 95404",,https://www.apartments.com/602-pacific-ave-santa-rosa-ca-unit-602/9rb7l84/,950,950 Sq Ft,CA,,Condos,95404
"$1,995 ",,,,,Long Beach,"455 E Ocean Blvd, Long Beach, CA 90802",,https://www.apartments.com/455-e-ocean-blvd-long-beach-ca-unit-311/cyl62sg/,805,805 Sq Ft,CA,,Condos,90802
,"$3,500 ",,,,Los Angeles,"116 S Croft Ave, Los Angeles, CA 90048",,https://www.apartments.com/116-s-croft-ave-los-angeles-ca-unit-201/t8h8x09/,"1,600","1,600 Sq Ft",CA,,Condos,90048
,"$2,295 ",,,,Escondido,"Escondido, CA 92027",,https://www.apartments.com/2855-wanek-rd-escondido-ca-unit-n/99tejx5/,886,886 Sq Ft,CA,,Condos,92027
"$3,900 ",,,,,Los Angeles,"Los Angeles, CA 90046",,https://www.apartments.com/802-n-harper-ave-los-angeles-ca-unit-1/52bbnkn/,485,485 Sq Ft,CA,,Condos,90046
,"$2,650 ",,,,Glendale,"121 Sinclair Ave, Glendale, CA 91206",,https://www.apartments.com/121-sinclair-ave-glendale-ca-unit-246/yd30zgv/,956,956 Sq Ft,CA,,Condos,91206
,"$2,800 ",,,,Pasadena,"Pasadena, CA 91107",,https://www.apartments.com/90-n-craig-ave-pasadena-ca-unit-3/q22ptjy/,"1,300","1,300 Sq Ft",CA,,Condos,91107
,,,,,San Francisco,"San Francisco, CA 94102",,https://www.apartments.com/750-van-ness-ave-san-francisco-ca-unit-7-fl/q249lbx/,400,400 Sq Ft,CA,"$2,650 ",Condos,94102
,"$2,295 ",,,,Los Angeles,"Los Angeles, CA 90042",,https://www.apartments.com/3961-via-marisol-los-angeles-ca-unit-319/1d8xrv4/,"1,011","1,011 Sq Ft",CA,,Condos,90042
"$2,295 ",,,,,Los Angeles,"Los Angeles, CA 90293",,https://www.apartments.com/8163-redlands-st-los-angeles-ca-unit-14/ndgbnem/,708,708 Sq Ft,CA,,Condos,90293
,,"$3,990 ",,,San Mateo,"San Mateo, CA 94401",,https://www.apartments.com/200-elm-st-san-mateo-ca-unit-102/hyc8gm3/,"1,600","1,600 Sq Ft",CA,,Condos,94401
,"$4,600 ",,,,San Francisco,"San Francisco, CA 94115",,https://www.apartments.com/1365-scott-st-san-francisco-ca-unit-1/k4m4w2b/,"1,000","1,000 Sq Ft",CA,,Condos,94115
,"$4,950 ",,,,San Francisco,"San Francisco, CA 94133",,https://www.apartments.com/36-aladdin-terrace-san-francisco-ca-unit-2/7bfp37z/,"1,000","1,000 Sq Ft",CA,,Condos,94133
,"$5,200 ",,,,Marina del Rey,"15 Galleon St, Marina del Rey, CA 90292",,https://www.apartments.com/15-galleon-st-marina-del-rey-ca-unit-2/yw34ccv/,"1,332","1,332 Sq Ft",CA,,Condos,90292
,"$3,500 ",,,,Los Angeles,"530 S Barrington Ave, Los Angeles, CA 90049",,https://www.apartments.com/530-s-barrington-ave-los-angeles-ca-unit-307/mv0q7hh/,"1,345","1,345 Sq Ft",CA,,Condos,90049
,,"$2,730 ",,,San Diego,"San Diego, CA 92120",,https://www.apartments.com/5617-adobe-falls-rd-san-diego-ca-unit-d/vb272qd/,"1,525","1,525 Sq Ft",CA,,Condos,92120
,"$2,000 ",,,,Los Angeles,"Los Angeles, CA 91342",,https://www.apartments.com/13126-bromont-ave-los-angeles-ca-unit-11/pf754wv/,864,864 Sq Ft,CA,,Condos,91342
"$2,050 ",,,,,Los Angeles,"7101 La Tijera Blvd, Los Angeles, CA 90045",,https://www.apartments.com/7101-la-tijera-blvd-los-angeles-ca-unit-j102/xb0ljqn/,700,700 Sq Ft,CA,,Condos,90045
,"$3,350 ",,,,Los Angeles,"Los Angeles, CA 91602",,https://www.apartments.com/10715-camarillo-st-los-angeles-ca-unit-302/24f5ndb/,"1,410","1,410 Sq Ft",CA,,Condos,91602
,,"$3,200 ",,,Fullerton,"Fullerton, CA 92835",,https://www.apartments.com/1414-pinon-pl-fullerton-ca-unit-9/6hghn6v/,"1,141","1,141 Sq Ft",CA,,Condos,92835
,"$1,800 ",,,,Folsom,"Folsom, CA 95630",,https://www.apartments.com/885-halidon-way-folsom-ca-unit-617/8h64nl3/,"1,077","1,077 Sq Ft",CA,,Condos,95630
,"$1,950 ",,,,Rancho Cucamonga,"Rancho Cucamonga, CA 91701",,https://www.apartments.com/8990-19th-st-rancho-cucamonga-ca-unit-415/chezegd/,925,925 Sq Ft,CA,,Condos,91701
"$2,200 ",,,,,Long Beach,"325 W 3rd St, Long Beach, CA 90802",,https://www.apartments.com/325-w-3rd-st-long-beach-ca-unit-402/mvb95yj/,702,702 Sq Ft,CA,,Condos,90802
,"$2,800 ",,,,Los Angeles,"Los Angeles, CA 91356",,https://www.apartments.com/18445-hatteras-st-los-angeles-ca-unit-503/d628mlj/,"1,100","1,100 Sq Ft",CA,,Condos,91356
,"$2,400 ",,,,Los Angeles,"Los Angeles, CA 91316",,https://www.apartments.com/5339-newcastle-ave-los-angeles-ca-unit-202/rg608b0/,"1,253","1,253 Sq Ft",CA,,Condos,91316
"$3,300 ",,,,,Los Angeles,"Los Angeles, CA 90015",,https://www.apartments.com/1130-flower-st-los-angeles-ca-unit-204/bmqpth8/,"1,420","1,420 Sq Ft",CA,,Condos,90015
,"$2,200 ",,,,San Ramon,"San Ramon, CA 94583",,https://www.apartments.com/275-reflections-dr-san-ramon-ca-unit-28/js8bgq7/,749,749 Sq Ft,CA,,Condos,94583
"$2,480 ",,,,,Emeryville,"Emeryville, CA 94608",,https://www.apartments.com/6-admiral-dr-emeryville-ca-unit-284/3kny01d/,700,700 Sq Ft,CA,,Condos,94608
,,"$3,900 ",,,Beverly Hills,"344 S Spalding Dr, Beverly Hills, CA 90212",,https://www.apartments.com/344-s-spalding-dr-beverly-hills-ca-unit-2/bs1hcwb/,"1,800","1,800 Sq Ft",CA,,Condos,90212
"$1,650 ",,,,,Long Beach,"Long Beach, CA 90802",,https://www.apartments.com/250-linden-ave-long-beach-ca-unit-208/jmee597/,600,600 Sq Ft,CA,,Condos,90802
,,"$5,495 ",,,Los Angeles,"Los Angeles, CA 90049",,https://www.apartments.com/11911-mayfield-ave-los-angeles-ca-unit-7/h16jh90/,"1,900","1,900 Sq Ft",CA,,Condos,90049
,,"$4,500 ",,,Los Angeles,"12130 Ohio Ave, Los Angeles, CA 90025",,https://www.apartments.com/12130-ohio-ave-los-angeles-ca-unit-301/43ybzqk/,"1,700","1,700 Sq Ft",CA,,Condos,90025
,"$4,500 ",,,,Laguna Beach,"31423 Coast Hwy, Laguna Beach, CA 92651",,https://www.apartments.com/31423-coast-hwy-laguna-beach-ca-unit-54/vsbj55f/,"1,150","1,150 Sq Ft",CA,,Condos,92651
,,"$5,995 ",,,Los Angeles,"Los Angeles, CA 90291",,https://www.apartments.com/668-westminster-ave-los-angeles-ca-unit-668/9ec44t6/,"2,030","2,030 Sq Ft",CA,,Condos,90291
"$2,000 ",,,,,Los Angeles,"3756 Bagley Ave, Los Angeles, CA 90034",,https://www.apartments.com/3756-bagley-ave-los-angeles-ca-unit-102/qm651yz/,693,693 Sq Ft,CA,,Condos,90034
"$2,700 ",,,,,Los Angeles,"Los Angeles, CA 90012",,https://www.apartments.com/120-s-hewitt-st-los-angeles-ca-unit-14/j526254/,866,866 Sq Ft,CA,,Condos,90012
"$2,200 ",,,,,Long Beach,"325 W 3rd St, Long Beach, CA 90802",,https://www.apartments.com/325-w-3rd-st-long-beach-ca-unit-402/rvmf7p1/,712,712 Sq Ft,CA,,Condos,90802
"$2,195 ",,,,,San Diego,"San Diego, CA 92101",,https://www.apartments.com/1240-india-st-san-diego-ca-unit-1205/8ttc8k3/,700,700 Sq Ft,CA,,Condos,92101
,,"$3,900 ",,,Culver City,"11260 Overland Ave, Culver City, CA 90230",,https://www.apartments.com/11260-overland-ave-culver-city-ca-unit-19g/m0gdpek/,"1,628","1,628 Sq Ft",CA,,Condos,90230
"$1,695 ",,,,,Santa Clarita,"Santa Clarita, CA 91355",,https://www.apartments.com/23515-lyons-ave-santa-clarita-ca-unit-s5/xmrfgym/,480,480 Sq Ft,CA,,Condos,91355
,,"$2,595 ",,,San Diego,"San Diego, CA 92105",,https://www.apartments.com/5439-soho-view-terrace-san-diego-ca-unit-na/s3t1936/,"1,500","1,500 Sq Ft",CA,,Condos,92105
"$3,395 ",,,,,San Francisco,"San Francisco, CA 94105",,https://www.apartments.com/201-harrison-st-san-francisco-ca-unit-325/04vqtp1/,572,572 Sq Ft,CA,,Condos,94105
,"$2,850 ",,,,Laguna Beach,"Laguna Beach, CA 92651",,https://www.apartments.com/1570-via-capri-laguna-beach-ca-unit-5/cllgdqd/,"1,000","1,000 Sq Ft",CA,,Condos,92651
,"$1,250 ",,,,Desert Hot Springs,"14777 Palm Dr, Desert Hot Springs, CA 92240",,https://www.apartments.com/14777-palm-dr-desert-hot-springs-ca-unit-75/yc3p6tr/,"1,250","1,250 Sq Ft",CA,,Condos,92240
"$1,950 ",,,,,Laguna Niguel,"Laguna Niguel, CA 92677",,https://www.apartments.com/25252-via-lido-laguna-niguel-ca-unit-furnished/g52wdry/,685,685 Sq Ft,CA,,Condos,92677
,"$3,150 ",,,,Los Angeles,"Los Angeles, CA 90034",,https://www.apartments.com/3645-cardiff-ave-los-angeles-ca-unit-212/kglvzy8/,"1,039","1,039 Sq Ft",CA,,Condos,90034
,"$2,695 ",,,,San Diego,"San Diego, CA 92122",,https://www.apartments.com/3989-nobel-dr-san-diego-ca-unit-360/b8nd1pc/,"1,100","1,100 Sq Ft",CA,,Condos,92122
,,,,,San Diego,"San Diego, CA 92101",,https://www.apartments.com/101-market-st-san-diego-ca-unit-203/g80qxxx/,600,600 Sq Ft,CA,"$1,825 ",Condos,92101
,"$2,800 ",,,,San Jose,"San Jose, CA 95131",,https://www.apartments.com/1431-rocklin-ct-san-jose-ca-unit-0/gzpdzsz/,990,990 Sq Ft,CA,,Condos,95131
,"$2,300 ",,,,Santee,"Santee, CA 92071",,https://www.apartments.com/95-via-sovana-santee-ca-unit-0/p8ns7hs/,"1,030","1,030 Sq Ft",CA,,Condos,92071
,"$2,700 ",,,,Fremont,"Fremont, CA 94536",,https://www.apartments.com/37382-parish-cir-fremont-ca-unit-18a/9zlsq26/,942,942 Sq Ft,CA,,Condos,94536
,"$2,200 ",,,,San Diego,"San Diego, CA 92120",,https://www.apartments.com/7780-margerum-ave-san-diego-ca-unit-133/ybbzgbs/,990,990 Sq Ft,CA,,Condos,92120
,,,"$4,500 ",,Los Angeles,"236 N Park View St, Los Angeles, CA 90026",,https://www.apartments.com/236-n-park-view-st-los-angeles-ca-unit-4/gy7ltky/,"2,000","2,000 Sq Ft",CA,,Condos,90026
,,,"$7,350 ",,Santa Monica,"3110 Highland Ave, Santa Monica, CA 90405",,https://www.apartments.com/3110-highland-ave-santa-monica-ca-unit-1/p60xqtv/,"2,000","2,000 Sq Ft",CA,,Condos,90405
,,"$4,500 ",,,Los Angeles,"Los Angeles, CA 90025",,https://www.apartments.com/1530-centinela-ave-los-angeles-ca-unit-303/r7km261/,"1,892","1,892 Sq Ft",CA,,Condos,90025
"$2,550 ",,,,,Los Angeles,"11645 Montana Ave, Los Angeles, CA 90049",,https://www.apartments.com/11645-montana-ave-los-angeles-ca-unit-108/jvhvdr6/,689,689 Sq Ft,CA,,Condos,90049
"$4,500 ",,,,,Santa Monica,"Santa Monica, CA 90405",,https://www.apartments.com/118-wadsworth-ave-santa-monica-ca-unit-1/4q4vzkl/,700,700 Sq Ft,CA,,Condos,90405
,,"$2,700 ",,,Santa Clarita,"Santa Clarita, CA 91390",,https://www.apartments.com/28138-seco-canyon-rd-santa-clarita-ca-unit-80/870lpf2/,"1,333","1,333 Sq Ft",CA,,Condos,91390
,"$3,800 ",,,,Los Angeles,"Los Angeles, CA 90046",,https://www.apartments.com/7320-hawthorn-ave-los-angeles-ca-unit-306/zx6vqcy/,"1,142","1,142 Sq Ft",CA,,Condos,90046
,"$3,795 ",,,,Beverly Hills,"Beverly Hills, CA 90211",,https://www.apartments.com/221-s-gale-dr-beverly-hills-ca-unit-203/kehkn1c/,"1,250","1,250 Sq Ft",CA,,Condos,90211
,,"$2,750 ",,,Los Angeles,"Los Angeles, CA 91344",,https://www.apartments.com/17311-chatsworth-st-los-angeles-ca-unit-6/nzx6svn/,"1,326","1,326 Sq Ft",CA,,Condos,91344
,"$2,700 ",,,,Los Angeles,"Los Angeles, CA 91423",,https://www.apartments.com/13543-moorpark-st-los-angeles-ca-unit-16/886m3k3/,"1,170","1,170 Sq Ft",CA,,Condos,91423
,"$1,750 ",,,,Rosemead,"8932 Mission Dr, Rosemead, CA 91770",,https://www.apartments.com/8932-mission-dr-rosemead-ca-unit-101/4l6ylzj/,"1,000","1,000 Sq Ft",CA,,Condos,91770
,"$2,250 ",,,,Los Angeles,"5400 Newcastle Ave, Los Angeles, CA 91316",,https://www.apartments.com/5400-newcastle-ave-los-angeles-ca-unit-29/jjtw865/,958,958 Sq Ft,CA,,Condos,91316
,"$5,995 ",,,,San Diego,"San Diego, CA 92101",,https://www.apartments.com/1388-kettner-blvd-san-diego-ca-unit-1301/0g2ytk2/,"1,448","1,448 Sq Ft",CA,,Condos,92101
,"$2,200 ",,,,Los Angeles,"Los Angeles, CA 91402",,https://www.apartments.com/8355-willis-ave-los-angeles-ca-unit-23/c7l2kee/,"1,029","1,029 Sq Ft",CA,,Condos,91402
"$2,400 ",,,,,Oxnard,"Oxnard, CA 93033",,https://www.apartments.com/2201-statham-blvd-oxnard-ca-unit-116/e8gpf6q/,"1,650","1,650 Sq Ft",CA,,Condos,93033
"$1,850 ",,,,,Los Angeles,"Los Angeles, CA 91367",,https://www.apartments.com/21400-burbank-blvd-los-angeles-ca-unit-apt-211/50d4f0q/,610,610 Sq Ft,CA,,Condos,91367
,,,,,Redondo Beach,"676 The Village, Redondo Beach, CA 90277",,https://www.apartments.com/676-the-village-redondo-beach-ca-unit-676/shctn57/,610,610 Sq Ft,CA,"$2,600 ",Condos,90277
,"$2,700 ",,,,Burbank,"Burbank, CA 91502",,https://www.apartments.com/226-w-tujunga-ave-burbank-ca-unit-210/s7yp1s4/,900,900 Sq Ft,CA,,Condos,91502
,,"$3,095 ",,,Los Angeles,"24415 Vanowen St, Los Angeles, CA 91307",,https://www.apartments.com/24415-vanowen-st-los-angeles-ca-unit-42/me97zpl/,"1,594","1,594 Sq Ft",CA,,Condos,91307
,"$2,750 ",,,,Glendale,"522 N Jackson St, Glendale, CA 91206",,https://www.apartments.com/522-n-jackson-st-glendale-ca-unit-303/l7802ye/,"1,171","1,171 Sq Ft",CA,,Condos,91206
"$1,750 ",,,,,Los Angeles,"7060 Shoup Ave, Los Angeles, CA 91303",,https://www.apartments.com/7060-shoup-ave-los-angeles-ca-unit-236/x1gtgcm/,471,471 Sq Ft,CA,,Condos,91303
"$1,895 ",,,,,San Diego,"San Diego, CA 92122",,https://www.apartments.com/3969-nobel-dr-san-diego-ca-unit-287/9hb7ck7/,600,600 Sq Ft,CA,,Condos,92122
,"$5,000 ",,,,San Francisco,"San Francisco, CA 94114",,https://www.apartments.com/3605-22nd-st-san-francisco-ca-unit-0/ktvg549/,"1,200","1,200 Sq Ft",CA,,Condos,94114
"$2,550 ",,,,,Los Angeles,"5550 Owensmouth Ave, Los Angeles, CA 91367",,https://www.apartments.com/5550-owensmouth-ave-los-angeles-ca-unit-319/6pb7mgv/,732,732 Sq Ft,CA,,Condos,91367
,,"$3,600 ",,,Gardena,"1560 W Artesia Square, Gardena, CA 90248",,https://www.apartments.com/1560-w-artesia-square-gardena-ca-unit-g/6tfk1ns/,"2,400","2,400 Sq Ft",CA,,Condos,90248
,"$2,450 ",,,,Long Beach,"Long Beach, CA 90802",,https://www.apartments.com/200-elm-ave-long-beach-ca-unit-20/6wty1dr/,"1,000","1,000 Sq Ft",CA,,Condos,90802
,"$1,700 ",,,,Vacaville,"Vacaville, CA 95687",,https://www.apartments.com/538-arcadia-dr-vacaville-ca-unit-538/hwl3gd0/,910,910 Sq Ft,CA,,Condos,95687
,"$4,000 ",,,,Beverly Hills,"116 N Swall Dr, Beverly Hills, CA 90211",,https://www.apartments.com/116-n-swall-dr-beverly-hills-ca-unit-402/hkkey62/,"1,400","1,400 Sq Ft",CA,,Condos,90211
,,,,,San Francisco,"San Francisco, CA 94103",,https://www.apartments.com/195-7th-st-san-francisco-ca-unit-102/4yspt0k/,364,364 Sq Ft,CA,"$2,300 ",Condos,94103
,,,,,San Francisco,"San Francisco, CA 94103",,https://www.apartments.com/195-7th-st-san-francisco-ca-unit-102/skrlfj5/,364,364 Sq Ft,CA,"$2,500 ",Condos,94103
,"$2,750 ",,,,Glendale,"1142 Campbell St, Glendale, CA 91207",,https://www.apartments.com/1142-campbell-st-glendale-ca-unit-312/hybrb41/,"1,237","1,237 Sq Ft",CA,,Condos,91207
,"$2,300 ",,,,Palm Springs,"Palm Springs, CA 92264",,https://www.apartments.com/505-s-farrell-dr-palm-springs-ca-unit-p95/wz10h5l/,"1,175","1,175 Sq Ft",CA,,Condos,92264
,"$3,300 ",,,,Mountain View,"Mountain View, CA 94040",,https://www.apartments.com/2111-latham-st-mountain-view-ca-unit-213/qdh4zcz/,"1,206","1,206 Sq Ft",CA,,Condos,94040
"$2,350 ",,,,,Huntington Beach,"Huntington Beach, CA 92649",,https://www.apartments.com/17062-pacific-coast-hwy-huntington-beach-ca-unit-203/qb6js4y/,800,800 Sq Ft,CA,,Condos,92649
,"$2,200 ",,,,Long Beach,"Long Beach, CA 90804",,https://www.apartments.com/776-freeman-ave-long-beach-ca-unit-4/v7tfzqe/,"1,200","1,200 Sq Ft",CA,,Condos,90804
,"$4,000 ",,,,Oceanside,"Oceanside, CA 92054",,https://www.apartments.com/1302-s-pacific-st-oceanside-ca-unit-a/0fvvkv0/,"1,826","1,826 Sq Ft",CA,,Condos,92054
,"$4,050 ",,,,Los Angeles,"2051 S Bentley Ave, Los Angeles, CA 90025",,https://www.apartments.com/2051-s-bentley-ave-los-angeles-ca-unit-103/7s7pppy/,"1,610","1,610 Sq Ft",CA,,Condos,90025
,"$2,700 ",,,,Glendale,"500 E Lexington Dr, Glendale, CA 91206",,https://www.apartments.com/500-e-lexington-dr-glendale-ca-unit-204/jzg8np5/,"1,150","1,150 Sq Ft",CA,,Condos,91206
,"$2,499 ",,,,Los Angeles,"8515 Saturn St, Los Angeles, CA 90035",,https://www.apartments.com/8515-saturn-st-los-angeles-ca-unit-102/kzgrfq9/,"1,034","1,034 Sq Ft",CA,,Condos,90035
"$2,550 ",,,,,Santa Monica,"Santa Monica, CA 90404",,https://www.apartments.com/1445-stanford-st-santa-monica-ca-unit-e/pd5fevs/,750,750 Sq Ft,CA,,Condos,90404
,"$4,200 ",,,,West Hollywood,"West Hollywood, CA 90069",,https://www.apartments.com/1010-n-kings-rd-west-hollywood-ca-unit-304/jt8bnh7/,"1,100","1,100 Sq Ft",CA,,Condos,90069
,"$3,495 ",,,,Sunnyvale,"Sunnyvale, CA 94087",,https://www.apartments.com/865-carlisle-way-sunnyvale-ca-unit-119/894qrj2/,"1,120","1,120 Sq Ft",CA,,Condos,94087
